,MRR_in_kHz,energy_list,min_current_vals
0,100.0,0.0008551085250856141,-0.72029114
1,200.0,0.0008554914744365299,-0.7090759
2,400.0,0.0008560330380540486,-0.7066345
3,500.0,0.0008562512909527642,-0.69664
4,800.0,0.0008567989990308101,-0.6880188
5,1000.0,0.0008571077374141603,-0.68252563
6,1500.0,0.0008577649871078091,-0.66986084
