,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,31.4672515,36.338713,41.4597392,46.2144725,56.4566888,67.5026029,68.8106567,25.6540794,3.32773826,0.14033970399999998,1.48168264,2.41374434,5.372483750000001,9.556040170000001,13.5438517,15.3623344,18.837614,21.8672492
1,184.726849,214.35563299999998,247.093633,273.866504,336.040705,402.178079,409.395397,150.168613,18.936382599999998,0.669668254,8.21624044,13.6458054,30.739895999999998,55.110842,78.4088001,89.1059935,109.953962,127.569735
